   14     1  
   14     1  
   16     1  
   16     1  
   20     1  
   20     1  
   24     1  
   24     1  
   30     1  
   30     1  
   36     1  
   36     1  

    1     2  
    1     2  
    2     2  
    2     2  
    3     2  
    3     2  
    6     2  
    6     2  
    9     2  
    9     2  
   14     2  
   14     2  

   31     3  
   31     3  
   32     3  
   32     3  
   33     3  
   33     3  
   34     3  
   34     3  
   35     3  
   35     3  
   36     3  
   36     3  

    1     4  
    4     4  
   10     4  
   18     4  
   25     4  
   31     4  








